OrderID,SupplierID,SupplierName,CustomerID,CustomerName,QuantityOrdered,OrderDate,ShipDate,OrderStatus,UnitPrice,TotalCost,InventoryLevel,WarehouseLocation
ORD0208,S110,Lewis-Diaz,C636,Cole Brown,10,2025-02-08,2025-03-01,Shipped,210,2100,132,SF Warehouse
ORD0209,S482,Bailey Ltd,C118,Alexandra Johnson,7,2025-02-08,2025-01-28,Shipped,269,1883,172,SF Warehouse
ORD0210,S560,Brewer Inc,C956,Scott Monroe,1,2025-03-05,2025-01-08,Delivered,911,911,95,NY Warehouse
ORD0211,S373,"Rollins, Hogan and Hahn",C786,Jeffrey Thomas,8,2025-01-25,2025-01-18,Pending,185,1480,21,LA Warehouse
ORD0212,S865,Smith Group,C256,Daniel Kennedy,9,2025-01-16,2025-02-20,Shipped,340,3060,149,SF Warehouse
ORD0213,S988,Ellison Inc,C291,Crystal Keller,10,2025-02-26,2025-02-13,Delivered,699,6990,186,SF Warehouse
ORD0214,S134,Murphy PLC,C291,Crystal Keller,1,2025-01-24,2025-02-22,Pending,122,122,180,NY Warehouse
ORD0215,S538,Phillips PLC,C864,Rachel Eaton,10,2025-01-26,2025-01-21,Delivered,599,5990,14,NY Warehouse
ORD0216,S1117,Holden-Conner,C312,Mrs. Ashley Dean,9,2025-01-07,2025-01-02,Delivered,392,3528,180,LA Warehouse
ORD0217,S1034,"Frank, Gardner and Hammond",C302,Christine Nguyen,7,2025-01-20,2025-02-05,Shipped,401,2807,142,SF Warehouse
ORD0218,S1015,"Hicks, Bernard and Miller",C889,Tracy Boyle,6,2025-01-18,2025-01-19,Delivered,789,4734,109,LA Warehouse
ORD0219,S591,"Jackson, King and Wilkinson",C676,Shelby Craig,1,2025-01-10,2025-01-12,Delivered,211,211,114,SF Warehouse
ORD0220,S735,Gill-Tran,C876,Jessica Andrews,2,2025-02-24,2025-03-03,Pending,110,220,47,NY Warehouse
ORD0221,S312,"Schaefer, Sullivan and Rodgers",C286,Emma Ellis,9,2025-01-20,2025-01-15,Pending,978,8802,127,NY Warehouse
ORD0222,S156,"Moore, Johnson and Edwards",C511,Derrick Nelson,10,2025-01-27,2025-01-14,Delivered,973,9730,50,SF Warehouse
ORD0223,S496,"Avila, White and Stevenson",C1031,April Clark,2,2025-01-10,2025-01-13,Delivered,931,1862,64,NY Warehouse
ORD0224,S1129,Craig-Rush,C171,Stephanie Brown,1,2025-01-19,2025-01-26,Shipped,162,162,31,SF Warehouse
ORD0225,S246,"Jackson, Mejia and Chavez",C603,Pamela Flores,10,2025-01-12,2025-01-23,Delivered,781,7810,60,NY Warehouse
ORD0226,S388,Cook-Snow,C956,Scott Monroe,10,2025-02-15,2025-02-02,Shipped,919,9190,151,NY Warehouse
ORD0227,S714,Chang-Rogers,C659,Miss Jessica Bennett DDS,9,2025-02-12,2025-03-05,Delivered,139,1251,185,SF Warehouse
ORD0228,S089,Hale Ltd,C1136,Chase Deleon,4,2025-02-15,2025-02-06,Shipped,415,1660,49,NY Warehouse
ORD0229,S1174,Alvarez PLC,C254,Kent Anderson,1,2025-01-15,2025-02-28,Pending,699,699,76,LA Warehouse
ORD0230,S547,Howard-White,C901,Morgan Ayers,8,2025-01-29,2025-01-05,Pending,69,552,76,LA Warehouse
ORD0231,S620,Baker-Watson,C072,Larry Nichols,10,2025-01-19,2025-01-09,Shipped,825,8250,75,LA Warehouse
ORD0232,S696,"Calderon, Jackson and Taylor",C126,Brian Lowery,4,2025-02-26,2025-02-02,Pending,100,400,8,NY Warehouse
ORD0233,S755,Henderson Inc,C367,Daniel Frey,9,2025-03-01,2025-02-19,Shipped,608,5472,130,LA Warehouse
ORD0234,S1153,Harris PLC,C1024,Glen York,8,2025-01-07,2025-03-04,Delivered,916,7328,102,LA Warehouse
ORD0235,S707,Hernandez Ltd,C1170,Ricky Reynolds,2,2025-01-07,2025-02-03,Shipped,109,218,188,LA Warehouse
ORD0236,S595,Harris Group,C588,Gregory Williams,10,2025-02-26,2025-01-10,Pending,252,2520,23,LA Warehouse
ORD0237,S537,Hernandez and Sons,C600,Xavier Bailey,2,2025-01-10,2025-01-15,Shipped,650,1300,108,SF Warehouse
ORD0238,S518,Nixon and Sons,C599,Amanda Nelson,3,2025-02-17,2025-02-28,Delivered,336,1008,170,SF Warehouse
ORD0239,S285,"Gutierrez, Adkins and Terrell",C462,Christopher Watkins,5,2025-01-11,2025-01-15,Shipped,594,2970,33,NY Warehouse
ORD0240,S071,Washington Inc,C1058,Jennifer Holt,9,2025-02-11,2025-01-20,Shipped,90,810,196,SF Warehouse
ORD0241,S1024,Sweeney-Monroe,C904,Ethan Gallegos,9,2025-01-16,2025-03-03,Shipped,264,2376,39,LA Warehouse
ORD0242,S810,Thompson-Campbell,C188,David Reynolds,1,2025-01-20,2025-02-28,Shipped,771,771,95,SF Warehouse
ORD0243,S199,"Schwartz, Wilson and Holland",C881,Jessica Smith,9,2025-02-19,2025-01-12,Pending,268,2412,31,SF Warehouse
ORD0244,S392,Jones-Pollard,C454,Jonathon Cooper,1,2025-01-03,2025-02-21,Delivered,221,221,99,NY Warehouse
ORD0245,S962,Hughes-White,C422,John Aguilar,9,2025-02-16,2025-02-24,Shipped,656,5904,149,LA Warehouse
ORD0246,S1167,"Ford, Hunter and Cordova",C334,Rebecca Powers,7,2025-03-04,2025-02-19,Shipped,820,5740,158,NY Warehouse
ORD0247,S812,"Turner, Brown and Miller",C977,Mr. Dan Elliott,8,2025-01-27,2025-02-06,Pending,625,5000,5,SF Warehouse
ORD0248,S018,"Lester, Wright and Williams",C527,Daniel Frye,10,2025-01-16,2025-01-17,Delivered,734,7340,3,SF Warehouse
ORD0249,S1006,"Cochran, Schmidt and Schultz",C1010,Elizabeth Guzman DDS,1,2025-01-20,2025-01-29,Delivered,325,325,20,SF Warehouse
ORD0250,S408,Williamson Group,C752,Amanda Hester MD,1,2025-01-16,2025-02-10,Pending,739,739,37,SF Warehouse
ORD0251,S765,Morrison-Marks,C1123,Michael Galvan Jr.,8,2025-03-02,2025-02-17,Delivered,139,1112,14,NY Warehouse
ORD0252,S093,Armstrong PLC,C465,Haley Robinson,1,2025-01-05,2025-01-25,Shipped,528,528,155,NY Warehouse
ORD0253,S431,Walker Group,C573,Joshua Holt,4,2025-02-13,2025-02-15,Shipped,878,3512,117,LA Warehouse
ORD0254,S1034,"Frank, Gardner and Hammond",C1180,Paul Jones,6,2025-01-17,2025-01-15,Pending,543,3258,14,NY Warehouse
ORD0255,S190,"Schneider, Moore and Calhoun",C1001,Abigail Powell,3,2025-02-02,2025-01-02,Pending,288,864,20,SF Warehouse
ORD0256,S988,Ellison Inc,C547,Ralph Johnson,6,2025-01-27,2025-03-05,Shipped,771,4626,129,NY Warehouse
ORD0257,S708,Bruce-Harvey,C220,Sandra Nguyen,8,2025-02-11,2025-01-05,Delivered,100,800,169,LA Warehouse
ORD0258,S082,"Kline, Mendez and Todd",C411,Scott Mendoza,4,2025-01-03,2025-01-06,Pending,44,176,24,SF Warehouse
ORD0259,S297,Garcia-Mccarthy,C071,Mary Jackson,9,2025-02-12,2025-01-12,Delivered,459,4131,152,NY Warehouse
ORD0260,S1150,Pierce-Carter,C449,John Cruz,2,2025-02-05,2025-01-29,Delivered,192,384,99,LA Warehouse
ORD0261,S884,Fletcher and Sons,C449,John Cruz,8,2025-01-31,2025-02-22,Pending,691,5528,71,LA Warehouse
ORD0262,S1063,Sandoval-Cantrell,C1122,Michael Edwards,7,2025-02-14,2025-01-19,Delivered,769,5383,120,SF Warehouse
ORD0263,S678,Thompson-Sanford,C610,Stephanie Rios,5,2025-01-13,2025-02-11,Pending,296,1480,86,SF Warehouse
ORD0264,S897,Hill-Smith,C336,Kenneth Gordon,3,2025-01-02,2025-03-01,Delivered,954,2862,109,NY Warehouse
ORD0265,S1147,Rich-Smith,C437,John Martinez DVM,2,2025-02-09,2025-03-05,Shipped,190,380,169,LA Warehouse
ORD0266,S539,Jackson LLC,C522,Adam Bates,1,2025-01-02,2025-01-17,Pending,574,574,129,NY Warehouse
ORD0267,S330,"Hill, Berry and Leblanc",C877,Robert Collins,10,2025-01-04,2025-03-02,Pending,499,4990,176,LA Warehouse
ORD0268,S1024,Sweeney-Monroe,C1072,Lauren Bennett,5,2025-01-20,2025-01-31,Shipped,28,140,168,NY Warehouse
ORD0269,S736,Roman-Olson,C900,Samuel Brown,10,2025-01-28,2025-01-07,Delivered,221,2210,59,NY Warehouse
ORD0270,S442,Gonzalez Inc,C507,Stephen Taylor,6,2025-02-19,2025-01-28,Pending,553,3318,91,NY Warehouse
ORD0271,S871,Boyd-Myers,C248,Peter Cook,1,2025-01-08,2025-01-08,Shipped,373,373,57,NY Warehouse
ORD0272,S019,Hernandez-Leonard,C336,Kenneth Gordon,5,2025-02-10,2025-02-07,Delivered,671,3355,124,SF Warehouse
ORD0273,S1000,"Sanchez, Davila and Marshall",C092,Nicole Payne,1,2025-01-06,2025-01-28,Delivered,37,37,183,SF Warehouse
ORD0274,S080,Armstrong and Sons,C1140,Kyle Knight,7,2025-01-07,2025-01-14,Delivered,289,2023,113,NY Warehouse
ORD0275,S139,"Donovan, York and Hobbs",C111,Taylor Noble,6,2025-02-13,2025-01-05,Pending,493,2958,16,SF Warehouse
ORD0276,S1108,Mccann-Bates,C288,Crystal Gibson,9,2025-03-05,2025-01-09,Delivered,983,8847,162,LA Warehouse
ORD0277,S391,"Brown, Roberson and Thomas",C932,Louis Fowler,3,2025-01-05,2025-02-03,Shipped,522,1566,9,SF Warehouse
ORD0278,S538,Phillips PLC,C912,Jesse Stephens,8,2025-03-01,2025-03-02,Delivered,457,3656,68,LA Warehouse
ORD0279,S753,"Swanson, Ramos and Anthony",C811,Anthony Rodriguez,9,2025-02-12,2025-01-10,Delivered,377,3393,169,SF Warehouse
ORD0280,S520,Ellis-Henson,C1125,Katrina Shannon,1,2025-01-03,2025-01-18,Pending,197,197,174,NY Warehouse
ORD0281,S573,"Collins, Little and Gardner",C339,Amanda Smith,3,2025-02-15,2025-01-06,Pending,616,1848,117,LA Warehouse
ORD0282,S1183,Flores and Sons,C614,Melissa Golden,2,2025-01-11,2025-02-21,Shipped,140,280,13,NY Warehouse
ORD0283,S419,Neal-Gonzalez,C400,Vicki Williams,1,2025-01-01,2025-01-05,Delivered,309,309,95,LA Warehouse
ORD0284,S353,"Vasquez, Lara and Roberts",C674,Mr. Jonathan Fuller II,6,2025-01-30,2025-01-06,Delivered,571,3426,148,SF Warehouse
ORD0285,S353,"Vasquez, Lara and Roberts",C012,Richard Fox,4,2025-02-16,2025-02-27,Delivered,997,3988,178,NY Warehouse
ORD0286,S1164,Montgomery LLC,C125,Bethany Palmer,10,2025-02-11,2025-01-07,Pending,852,8520,22,LA Warehouse
ORD0287,S103,Thomas-Rodriguez,C657,Leslie Berger,6,2025-01-11,2025-03-04,Delivered,843,5058,196,SF Warehouse
ORD0288,S453,Craig-Gross,C167,Marcus Nelson,10,2025-02-04,2025-03-03,Pending,164,1640,108,NY Warehouse
ORD0289,S828,"Rivera, Brewer and Nunez",C361,Erin Norris,5,2025-02-15,2025-02-25,Pending,274,1370,187,SF Warehouse
ORD0290,S234,Barnett and Sons,C068,Martin Pacheco,2,2025-02-12,2025-02-09,Shipped,300,600,12,LA Warehouse
ORD0291,S951,"Ramirez, Raymond and Fitzpatrick",C994,Laura Cox,4,2025-01-24,2025-01-24,Delivered,911,3644,100,NY Warehouse
ORD0292,S540,Reid-Johnson,C910,Andrea Willis,5,2025-01-17,2025-03-04,Shipped,707,3535,105,LA Warehouse
ORD0293,S756,Johnston and Sons,C097,Justin Turner,1,2025-02-20,2025-01-11,Pending,228,228,49,NY Warehouse
ORD0294,S756,Johnston and Sons,C1116,Brad Martinez,1,2025-03-01,2025-01-23,Delivered,697,697,137,NY Warehouse
ORD0295,S693,"Hart, Clark and Sexton",C462,Christopher Watkins,6,2025-02-13,2025-02-24,Delivered,890,5340,6,SF Warehouse
ORD0296,S629,Blanchard PLC,C311,Shaun Jones,1,2025-01-09,2025-03-05,Shipped,660,660,196,SF Warehouse
ORD0297,S1002,Jackson-Dunn,C1024,Glen York,1,2025-01-01,2025-02-12,Delivered,563,563,49,NY Warehouse
ORD0298,S842,"Munoz, Reed and Lozano",C248,Peter Cook,8,2025-02-23,2025-01-26,Delivered,866,6928,51,LA Warehouse
ORD0299,S215,Vasquez-Tyler,C081,Tara Perez,2,2025-01-15,2025-02-24,Shipped,471,942,54,NY Warehouse
ORD0300,S572,Malone-Hernandez,C468,Richard Phillips,5,2025-01-31,2025-01-03,Pending,857,4285,68,LA Warehouse
ORD0301,S1158,Sosa-Maynard,C889,Tracy Boyle,1,2025-01-03,2025-01-06,Pending,725,725,200,NY Warehouse
ORD0302,S258,"Rhodes, Vaughn and Bishop",C1084,Kristina Ryan,7,2025-02-12,2025-01-29,Pending,738,5166,77,LA Warehouse
ORD0303,S1005,Johnson-Yates,C1179,Gavin Holland,9,2025-01-16,2025-03-03,Pending,933,8397,121,SF Warehouse
ORD0304,S886,Andrews LLC,C300,Sherri Warner,2,2025-02-04,2025-02-07,Delivered,759,1518,1,LA Warehouse
ORD0305,S068,"Stephens, Jenkins and Sherman",C570,David Page,6,2025-02-14,2025-02-11,Shipped,587,3522,81,NY Warehouse
ORD0306,S404,Johnson-Hill,C878,George Carlson PhD,4,2025-01-27,2025-02-28,Delivered,904,3616,49,SF Warehouse
ORD0307,S856,Jacobs and Sons,C667,Jason Cobb,9,2025-02-21,2025-02-25,Pending,836,7524,46,SF Warehouse
ORD0308,S1125,Green LLC,C1126,Mr. Brandon Torres DDS,3,2025-02-07,2025-01-07,Pending,911,2733,148,LA Warehouse
ORD0309,S1086,"Espinoza, Gonzalez and Coleman",C849,Patricia Hill,8,2025-01-19,2025-02-20,Shipped,342,2736,72,SF Warehouse
ORD0310,S212,Cooper Inc,C138,Jeffrey Davis,2,2025-01-31,2025-02-26,Pending,256,512,169,LA Warehouse
ORD0311,S497,"Smith, Perez and Taylor",C1143,Latoya Davidson,4,2025-01-28,2025-02-24,Shipped,870,3480,82,LA Warehouse
ORD0312,S299,"Nichols, Bullock and Schultz",C521,James Avila,8,2025-02-23,2025-01-07,Delivered,766,6128,177,LA Warehouse
ORD0313,S456,Russell LLC,C274,Julia Frazier,8,2025-03-01,2025-01-06,Delivered,748,5984,189,LA Warehouse
ORD0314,S089,Hale Ltd,C350,Andrew Hanson,8,2025-03-04,2025-01-22,Shipped,779,6232,41,NY Warehouse
ORD0315,S542,"Hall, Mosley and Avery",C1035,Shannon Bryan,10,2025-02-05,2025-02-26,Shipped,184,1840,198,NY Warehouse
ORD0316,S948,Wells Ltd,C946,Ashley Davies,3,2025-02-10,2025-02-24,Pending,661,1983,152,NY Warehouse
ORD0317,S1031,"Hubbard, Gonzales and Swanson",C916,Diamond Lane,4,2025-02-20,2025-01-12,Pending,417,1668,119,LA Warehouse
ORD0318,S277,"Chavez, Spencer and Arroyo",C045,Michael Stuart,6,2025-02-24,2025-02-25,Pending,564,3384,127,SF Warehouse
ORD0319,S564,Anderson and Sons,C581,Lee Leonard,7,2025-01-11,2025-03-04,Shipped,73,511,123,NY Warehouse
ORD0320,S644,Orr-Waller,C222,Melissa Glover,1,2025-01-07,2025-01-31,Pending,818,818,53,NY Warehouse
ORD0321,S405,Mcpherson and Sons,C351,Chad Chapman PhD,10,2025-02-03,2025-01-09,Delivered,754,7540,33,SF Warehouse
ORD0322,S208,Mercado Group,C159,Samantha Aguilar,10,2025-01-01,2025-02-04,Shipped,74,740,6,NY Warehouse
ORD0323,S1172,Garner Ltd,C579,Jerry Martinez,4,2025-01-20,2025-01-31,Delivered,840,3360,148,SF Warehouse
ORD0324,S1067,Wu-Arnold,C574,Jeffrey Pittman,7,2025-01-26,2025-01-10,Shipped,512,3584,179,SF Warehouse
ORD0325,S378,Palmer-Rodriguez,C203,Diamond Manning,3,2025-02-21,2025-01-23,Shipped,547,1641,120,SF Warehouse
ORD0326,S365,"Carlson, Murphy and Romero",C807,Laura Martin,10,2025-01-02,2025-03-04,Pending,902,9020,56,LA Warehouse
ORD0327,S359,"Turner, Parks and Evans",C172,Jordan Estrada,6,2025-02-25,2025-01-10,Shipped,86,516,94,SF Warehouse
ORD0328,S371,"Williamson, Barber and Jones",C1160,Alexis Skinner,4,2025-02-04,2025-01-14,Pending,617,2468,190,NY Warehouse
ORD0329,S126,Klein-Archer,C869,Stephanie Jones,1,2025-01-26,2025-02-08,Shipped,662,662,46,LA Warehouse
ORD0330,S919,"Johnson, Walker and Rogers",C753,Todd Rodriguez,3,2025-01-25,2025-01-31,Delivered,64,192,39,SF Warehouse
ORD0331,S642,Tran-Vaughan,C982,Rhonda Atkinson,6,2025-01-16,2025-01-23,Delivered,129,774,153,SF Warehouse
ORD0332,S850,"Waters, Vargas and Riley",C635,Karen Dougherty,7,2025-02-17,2025-02-05,Shipped,436,3052,75,LA Warehouse
ORD0333,S404,Johnson-Hill,C1030,Anthony Hansen,9,2025-01-09,2025-01-16,Delivered,802,7218,181,NY Warehouse
ORD0334,S1190,Smith Group,C325,Lauren Mckee,8,2025-02-20,2025-01-09,Delivered,555,4440,143,SF Warehouse
ORD0335,S444,Anderson Group,C871,Lisa Bauer,2,2025-01-06,2025-01-09,Pending,567,1134,183,NY Warehouse
ORD0336,S986,Oconnell LLC,C671,Michael Goodwin,10,2025-02-02,2025-01-26,Pending,394,3940,163,SF Warehouse
ORD0337,S306,Estrada-Roberts,C1020,Jamie Brown,6,2025-03-02,2025-01-18,Shipped,642,3852,20,NY Warehouse
ORD0338,S234,Barnett and Sons,C170,Lisa Shepard,10,2025-02-24,2025-01-29,Pending,915,9150,160,LA Warehouse
ORD0339,S247,"Swanson, Chavez and Craig",C407,Marie Kirk,2,2025-02-24,2025-01-09,Shipped,819,1638,112,NY Warehouse
ORD0340,S094,"Howard, Romero and Brown",C1048,Crystal Hernandez,5,2025-01-16,2025-02-10,Delivered,256,1280,57,LA Warehouse
ORD0341,S153,Swanson Ltd,C475,Brandon Perez,4,2025-02-18,2025-02-23,Delivered,575,2300,189,NY Warehouse
ORD0342,S643,Johnson-Russell,C1148,Megan Cox,5,2025-01-20,2025-01-23,Pending,369,1845,69,LA Warehouse
ORD0343,S240,"Walter, Callahan and Brown",C1018,Kathleen Doyle,3,2025-01-19,2025-02-24,Shipped,91,273,51,SF Warehouse
ORD0344,S453,Craig-Gross,C953,Stephen Velazquez,3,2025-01-04,2025-02-18,Delivered,717,2151,150,LA Warehouse
ORD0345,S585,Lee Ltd,C525,Kevin Johnson,4,2025-02-22,2025-01-03,Pending,765,3060,125,SF Warehouse
ORD0346,S450,Blankenship-James,C910,Andrea Willis,4,2025-02-23,2025-02-01,Delivered,530,2120,5,LA Warehouse
ORD0347,S661,Gonzalez Group,C502,Megan Williams,9,2025-02-15,2025-01-19,Shipped,835,7515,181,LA Warehouse
ORD0348,S288,Sellers-Ferguson,C831,Dean Roach,4,2025-02-22,2025-01-01,Shipped,239,956,24,NY Warehouse
ORD0349,S971,"Price, Wiley and Jacobson",C1106,Ian Dickerson,7,2025-01-25,2025-02-23,Delivered,284,1988,12,LA Warehouse
ORD0350,S049,Rodriguez-Mcneil,C287,Monica Turner,7,2025-02-21,2025-01-30,Pending,944,6608,63,LA Warehouse
ORD0351,S316,"Velasquez, Hammond and Evans",C997,Jessica Todd,3,2025-03-03,2025-01-18,Pending,550,1650,96,SF Warehouse
ORD0352,S370,Melendez-Reeves,C1148,Megan Cox,6,2025-01-31,2025-01-01,Shipped,202,1212,88,SF Warehouse
ORD0353,S180,Bell-White,C1075,Emily Olson,1,2025-01-15,2025-01-18,Delivered,22,22,15,NY Warehouse
ORD0354,S503,"Yang, Hunt and Morgan",C557,Jeffrey Crawford,1,2025-01-26,2025-01-11,Pending,87,87,155,SF Warehouse
ORD0355,S1085,"Watts, Gordon and Johnson",C593,Michael Chan Jr.,3,2025-01-24,2025-01-16,Pending,832,2496,174,SF Warehouse
ORD0356,S388,Cook-Snow,C466,Rachel Lee,3,2025-01-21,2025-03-01,Pending,53,159,152,LA Warehouse
ORD0357,S963,Vang Ltd,C629,Corey Carter,2,2025-01-05,2025-03-02,Shipped,518,1036,137,SF Warehouse
ORD0358,S516,Juarez-Hill,C449,John Cruz,1,2025-02-11,2025-03-05,Pending,804,804,56,NY Warehouse
ORD0359,S068,"Stephens, Jenkins and Sherman",C1169,Wesley Williams,10,2025-01-21,2025-01-22,Shipped,686,6860,157,NY Warehouse
ORD0360,S815,Miller Group,C320,Eric Huff,4,2025-01-28,2025-02-08,Pending,112,448,108,LA Warehouse
ORD0361,S1131,"Rice, Ryan and Clark",C416,Lauren Scott,3,2025-02-03,2025-02-06,Shipped,230,690,105,LA Warehouse
ORD0362,S601,Jones Ltd,C085,Brenda Conner,7,2025-02-02,2025-01-27,Delivered,392,2744,64,LA Warehouse
ORD0363,S054,"Franco, Maldonado and Brock",C121,Christina Atkinson,7,2025-02-22,2025-01-20,Delivered,387,2709,100,LA Warehouse
ORD0364,S764,Reese-Dominguez,C249,Nicholas Cooper,3,2025-01-03,2025-03-01,Shipped,670,2010,51,NY Warehouse
ORD0365,S682,Gonzalez-Clayton,C572,Sally Pope DDS,10,2025-01-16,2025-03-02,Shipped,345,3450,74,NY Warehouse
ORD0366,S902,"Rodriguez, Wells and Ford",C743,Michael Burke,4,2025-01-19,2025-02-19,Delivered,144,576,167,NY Warehouse
ORD0367,S352,Jones Inc,C764,Kaitlyn Clarke,7,2025-01-06,2025-01-06,Delivered,885,6195,150,SF Warehouse
ORD0368,S448,Adams LLC,C463,Mary Henderson,2,2025-01-21,2025-01-22,Delivered,993,1986,139,SF Warehouse
ORD0369,S070,Wise Inc,C749,Jeffrey Cross,10,2025-02-20,2025-02-02,Pending,730,7300,64,NY Warehouse
ORD0370,S504,"Duncan, Gibson and Robles",C880,Jeffrey Combs,1,2025-03-03,2025-01-21,Shipped,114,114,13,NY Warehouse
ORD0371,S540,Reid-Johnson,C485,David Foster,6,2025-02-20,2025-03-03,Shipped,213,1278,19,LA Warehouse
ORD0372,S141,"Summers, Collier and Williamson",C767,Amanda Gilbert,9,2025-01-29,2025-01-08,Delivered,599,5391,198,SF Warehouse
ORD0373,S791,Walker-Crawford,C823,Jennifer Hall,4,2025-02-16,2025-02-27,Shipped,301,1204,103,LA Warehouse
ORD0374,S713,Johnson Ltd,C074,Laura Young,5,2025-01-14,2025-01-19,Shipped,271,1355,63,LA Warehouse
ORD0375,S029,"Chandler, Khan and Krause",C995,Mr. Christopher Hall,2,2025-02-27,2025-01-06,Shipped,737,1474,36,NY Warehouse
ORD0376,S1033,"Mccoy, Lee and Pittman",C179,Daniel Wiggins,7,2025-02-24,2025-01-09,Pending,216,1512,86,NY Warehouse
ORD0377,S1171,"Santos, White and Rivera",C713,Cynthia Mack,1,2025-01-28,2025-01-05,Shipped,738,738,11,LA Warehouse
ORD0378,S693,"Hart, Clark and Sexton",C635,Karen Dougherty,7,2025-02-05,2025-02-25,Pending,557,3899,76,SF Warehouse
ORD0379,S1007,Macdonald-Roberts,C187,Joseph Day,7,2025-02-11,2025-01-30,Delivered,548,3836,20,SF Warehouse
ORD0380,S359,"Turner, Parks and Evans",C349,Megan Richardson,3,2025-02-14,2025-01-13,Pending,271,813,122,NY Warehouse
ORD0381,S019,Hernandez-Leonard,C663,Kelly Preston,9,2025-01-21,2025-01-29,Delivered,795,7155,76,NY Warehouse
ORD0382,S164,"Cantu, Medina and Paul",C599,Amanda Nelson,1,2025-02-28,2025-02-07,Delivered,777,777,146,LA Warehouse
ORD0383,S889,Bush-Jones,C989,Aaron Williams,7,2025-03-01,2025-01-01,Delivered,54,378,198,SF Warehouse
ORD0384,S811,"Nguyen, Jensen and Gallagher",C451,Brandy Dudley,2,2025-03-04,2025-01-14,Delivered,403,806,145,SF Warehouse
ORD0385,S1125,Green LLC,C215,Catherine Johnson,9,2025-02-21,2025-01-08,Delivered,493,4437,57,SF Warehouse
ORD0386,S509,Combs Ltd,C982,Rhonda Atkinson,5,2025-02-24,2025-03-01,Shipped,853,4265,97,NY Warehouse
ORD0387,S697,Evans-Harper,C1199,Cesar Gardner,5,2025-02-09,2025-02-07,Pending,937,4685,179,SF Warehouse
ORD0388,S803,Wallace PLC,C808,Susan Swanson,10,2025-01-28,2025-02-20,Pending,991,9910,147,LA Warehouse
ORD0389,S215,Vasquez-Tyler,C765,Michael Lee,2,2025-03-02,2025-02-24,Shipped,889,1778,175,LA Warehouse
ORD0390,S573,"Collins, Little and Gardner",C1134,John Carter,2,2025-03-04,2025-03-05,Shipped,726,1452,107,SF Warehouse
ORD0391,S469,Ortiz and Sons,C1096,Amber Combs,6,2025-01-29,2025-01-26,Delivered,351,2106,3,LA Warehouse
ORD0392,S888,Ruiz-Carter,C682,Leah Thomas,2,2025-03-05,2025-01-12,Pending,217,434,77,SF Warehouse
ORD0393,S677,Foster and Sons,C884,Mason Gonzalez,7,2025-03-01,2025-02-24,Shipped,359,2513,91,SF Warehouse
ORD0394,S700,Frederick-Watson,C599,Amanda Nelson,8,2025-02-04,2025-01-28,Delivered,808,6464,49,LA Warehouse
ORD0395,S857,"Myers, Bolton and Adams",C232,Kevin Nunez,1,2025-01-20,2025-03-04,Delivered,756,756,36,LA Warehouse
ORD0396,S916,Leon-Richardson,C772,Ralph Reilly,6,2025-01-15,2025-01-18,Pending,150,900,5,LA Warehouse
ORD0397,S638,Taylor and Sons,C359,Elizabeth Johnston,2,2025-02-20,2025-01-20,Delivered,992,1984,132,LA Warehouse
ORD0398,S251,Perez-Craig,C312,Mrs. Ashley Dean,1,2025-01-20,2025-01-15,Shipped,163,163,109,LA Warehouse
ORD0399,S652,Strong LLC,C084,Leslie Hendrix,7,2025-01-31,2025-02-12,Delivered,275,1925,71,LA Warehouse
ORD0400,S174,Byrd-Nelson,C661,Brittany Stevens DDS,3,2025-02-01,2025-01-23,Pending,245,735,82,LA Warehouse
ORD0401,S768,Harrington Group,C310,Edgar Mcdonald,8,2025-02-02,2025-02-26,Delivered,718,5744,140,NY Warehouse
ORD0402,S830,Park-Rice,C267,Lindsay Jones,6,2025-01-06,2025-01-07,Pending,641,3846,173,LA Warehouse
ORD0403,S566,Cunningham-Moore,C1106,Ian Dickerson,8,2025-02-12,2025-02-20,Shipped,336,2688,152,NY Warehouse
ORD0404,S754,"Hernandez, Miller and Davis",C557,Jeffrey Crawford,7,2025-02-24,2025-01-28,Delivered,662,4634,119,LA Warehouse
ORD0405,S236,Hampton Group,C1003,Andrew Adams,1,2025-02-11,2025-02-04,Pending,134,134,120,SF Warehouse
ORD0406,S307,"Ryan, Martin and Sloan",C962,Allen Hayes,2,2025-02-17,2025-02-23,Shipped,685,1370,21,LA Warehouse
ORD0407,S928,Phillips-Newman,C137,Tiffany Golden,8,2025-01-03,2025-02-27,Shipped,183,1464,151,NY Warehouse
ORD0408,S730,Velasquez-Johnson,C123,Timothy Bailey,3,2025-02-03,2025-02-05,Delivered,797,2391,11,NY Warehouse
ORD0409,S1139,Ward Group,C1085,Joseph Jones,2,2025-01-01,2025-03-05,Shipped,848,1696,93,NY Warehouse
ORD0410,S876,Fisher Group,C866,Kara Stephens,5,2025-02-21,2025-03-03,Pending,170,850,163,NY Warehouse
ORD0411,S536,Bailey-Jimenez,C828,John Terry,3,2025-01-02,2025-02-26,Delivered,816,2448,123,NY Warehouse
ORD0412,S1080,Livingston Ltd,C220,Sandra Nguyen,4,2025-03-01,2025-02-28,Delivered,608,2432,168,LA Warehouse
ORD0413,S113,Lam-Kelly,C295,Jake Gonzales,9,2025-01-19,2025-01-21,Shipped,953,8577,73,NY Warehouse
